Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
PSV Tech01 (PreSeed Ve... VC firm,Denmark Sweden,$100k to $1.5M,1. Idea or Patent 2. Prototype +1,"We invest in software companies.

The fund specializes in software and technology-enabled business cases. We consider...",psvtech01preseedve@gmail.com
AI Fund VC firm,USA,$250k to $1M,1. Idea or Patent 2. Prototype +1,We invest in tech entrepreneurs who are solving large problems with creative uses of AI/ML. We’re open to all AI...,aifund@hotmail.com
Kings Health Partners ... VC firm,UK,$100k to $300k,3. Early Revenue 4. Scaling +1,"We invest in healthcare innovation (e.g., digital health, medtech)",team@kingshealthpartners.com
Inference Partners VC firm,Austria Belgium +34,$100k to $10M,2. Prototype 3. Early Revenue +2,"We invest in early stage infrastructure software (data and cloud infrastructure, machine learning & data science,...",inferencepartners@hotmail.com
Semantic Ventures VC firm,UK France +31,$250k to $500k,1. Idea or Patent 2. Prototype +2,"We invest in new rails for data and the digital economy, including blockchain-based protocols and decentralized...",hello@semantic.com
Alpha Future Funds VC firm,Argentina Austria +23,$250k to $1M,1. Idea or Patent 2. Prototype +2,We Invest in a Sustainable Future from Resource tech to CleanTech,invest@alphafuturefunds.com
Sufeng Li Solo angel,Netherlands,$5k to $100k,1. Idea or Patent 2. Prototype +1,I invest in Fintech/AI/Future way of work,sufeng@li.com
Tony  Bolland Solo angel,UK,$100k to $500k,3. Early Revenue 4. Scaling,"I invest in SaaS, B2B in Manchester",tony@bolland.com
GAIN | Guadalajara Ang... Angel network,Mexico Chile +9,$50k to $250k,1. Idea or Patent 2. Prototype +1,"We invest in LATAM founders across all industries. Ticket size from 50k to 250k USD. Early stage: Pre seed, Seed and...",hello@gainguadalajaraang.com
Endeit Capital VC firm,Netherlands Belgium +9,$5M to $20M,4. Scaling 5. Growth,We invest in B2B & B2C SaaS and marketplace companies from Series A onwards.,endeit@hotmail.com
Q1 Velocity Venture Ca... VC firm,USA UK +1,$500k to $1.5M,1. Idea or Patent 2. Prototype +4,"We invest in SaaS and IoT companies.

Q1 Velocity is a $50mm Seed/Series A, AI-driven fund in Southern California...",info@q1velocityventureca.com
Vesna Capital VC firm,Ukraine Poland +14,$50k to $200k,3. Early Revenue 4. Scaling,We invest in startups from CEE and Nordic regions at pre-seed and seed stages. Our average check size is $50-200k. We...,info@vesna.com
Capital Factory VC firm,USA,$25k to $250k,3. Early Revenue 4. Scaling,"We invest in Texas-based technology companies where we can add additional value through our help with customer,...",invest@factory.com
Roble Ventures VC firm,Argentina Brazil +5,$200k to $2M,3. Early Revenue 4. Scaling,"We invest in companies who meet the following criteria:
1. You are interested in raising a seed or post-seed round from...",contact@roble.com
9Unicorns VC firm,India,$100k to $2M,3. Early Revenue 4. Scaling +2,We invest in early stage startups across all sectors. The fund will operate uniquely as an accelerator & invest in very...,team@9unicorns.com
Shreya  Choubey Solo angel,USA India +1,$25k to $300k,1. Idea or Patent 2. Prototype +2,I invest in and incubate FinTech startups with a nexus to India,shreya@choubey.com
Punch Capital VC firm,USA,$50k to $100k,3. Early Revenue 2. Prototype,We're generalists investing pre-seed and seed startups.,contact@punch.com
Polymath Capital Partn... VC firm,USA UK +1,$25k to $250k,1. Idea or Patent 2. Prototype +1,"We invest in pre-seed and seed-stage companies with an emphasis on community, longevity, and financial...",info@polymathpartn.com
WestTech Ventures VC firm,Germany Austria +1,$50k to $100k,2. Prototype 3. Early Revenue,"We invest in Enterprise SaaS startups with a concentration on Automation, Climate, Future of Work, &...",hello@westtech.com
Hitachi Ventures Corporate VC,USA Canada +20,$2M to $10M,3. Early Revenue 4. Scaling +2,"We invest in Series A-C companies that have strategic synergies with Hitachi over across Industrial IoT, robotics,...",invest@hitachicorporatevc.com
Erez Capital VC firm,USA Israel,$100k to $600k,2. Prototype 3. Early Revenue +2,"We invest in AI across medtech, proptech and fintech sectors.",erez@gmail.com
Kindred Capital VC firm,UK Poland +3,$1M to $1.5M,3. Early Revenue 2. Prototype,We invest in equitable ventures. Kindred aligns ambitions and achievements with the portfolio. In structure and in...,contact@kindred.com
TenOneTen Ventures VC firm,USA,$250k to $1.5M,3. Early Revenue,We invest in engineers turned entrepreneurs.,info@tenoneten.com
CouchPotato Angel network,India USA +2,$10k to $100k,1. Idea or Patent 2. Prototype +1,"We invest in SaaS, fintech, future of work, climate tech, dev tools and more. We’re thesis-driven but also...",info@couchpotato.com
Change Ventures VC firm,Estonia Latvia +5,$350k to $1.3M,3. Early Revenue 4. Scaling,We invest in ambitious Baltic founders wherever they set-up their businesses. Primarily focused on Seed stage companies...,contact@change.com
Signals Venture Capita... VC firm,Germany Austria +21,$1.2M to $6M,3. Early Revenue 4. Scaling +2,"We invest in B2B software-centric business models across all enterprise segments.

Geography: Focus on Europe
Stage:...",hello@signalsventurecapita.com
Zephyr Angels Angel network,North Macedonia Albania +3,$50k to $200k,2. Prototype 3. Early Revenue,We invest in all industries,zephyrangels@hotmail.com
Newgen Venture Partner... VC firm,USA China +3,$50k to $300k,1. Idea or Patent 2. Prototype +1,"We invest in industry agnostic pre-seed and seed stage startups, and we particularly value the startups founded by...",newgenventurepartner@hotmail.com
Venture Guides VC firm,USA Germany +3,$1M to $12M,3. Early Revenue 4. Scaling,We invest in and lead rounds in infrastructure software and cybersecurity companies with a Seed - Series A sweet...,contact@ventureguides.com
Era Ventures VC firm,USA,$1M to $20M,1. Idea or Patent 5. Growth +3,We invest in proptech startups in the US and globally across stages,team@era.com
Quiet Capital VC firm,USA Canada +6,$500k to $35M,1. Idea or Patent 2. Prototype +3,"We invest in fintech, crypto, enterprise, healthcare, marketplaces, and consumer startups....",contact@quiet.com
Red Pin Capital VC firm,USA Bahamas +22,$500k to $10M,4. Scaling 5. Growth +1,"We invest growth equity through to IPO, backing visionary entrepreneurs through an engaged capital base, strategic...",info@redpin.com
Momenta VC firm,Australia Canada +10,$500k to $2M,3. Early Revenue 4. Scaling +2,"We invest in energy, manufacturing, smart spaces and supply chain. Momenta is the leading digital industry venture...",hello@momenta.com
Nina Capital VC firm,Spain Italy +17,$150k to $750k,1. Idea or Patent 2. Prototype +1,We invest in need-driven founders building health technology companies at seed...,nina@gmail.com
Honey Island Capital VC firm,Argentina Brazil +8,$200k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in fintech and companies with a Saas B2B model.
Within fintech, the main verticals are credit, payments,...",hello@honeyisland.com
"COINsiglieri Incubator, Accelerator",Canada USA +25,$10k to $50k,1. Idea or Patent 2. Prototype +2,"We accelerate startups from Crypto, FinTech, neo-banking, PSP, SaaS, NFTs, Fashion, Sports...",team@coinsiglieriubatoraccelerator.com
Unknown Ventures Startup studio,USA,$50k to $1.5M,3. Early Revenue 2. Prototype +2,We invest in pre-seed to Series A startups in emerging spaces.,info@unknownstartupstudio.com
BADideas.fund Angel network,Albania Belarus +10,$50k to $1M,1. Idea or Patent 2. Prototype +2,"We invest in post-MVP CEE rooted founders, primarily B2B SaaS and marketplace.
Led by helpful founders & operators....",contact@badideasfund.com
Big Sky Capital VC firm,Singapore Indonesia +3,$50k to $500k,2. Prototype 3. Early Revenue +1,"We invest in B2B SaaS, Fintech, Medtech, Agritech, Industrial tech, web3, AI...",invest@bigsky.com
Adrian Wong Solo angel,Canada USA +3,$200k to $500k,3. Early Revenue 4. Scaling,I invest in early-stage founders leveraging unfair advantages to build category-leading dual-use/defence technology...,adrian@wong.com
Bonsai Partners VC firm,Spain France +13,$2M to $6M,3. Early Revenue 4. Scaling +1,"We invest in in marketplaces + SaaS
Multistage (from Seed to Series D)
Primary and secondary...",contact@bonsaipartners.com
"TwinklHive Incubator, Accelerator",UK USA,$100k to $1M,3. Early Revenue,We invest in EdTech and Tech for Good startups MVP ready and beyond,team@twinklhiveubatoraccelerator.com
"Block Dojo Incubator, Accelerator",UK,$10k to $10k,1. Idea or Patent,We incubate any founder looking to build in Web3,team@blockdojoubatoraccelerator.com
Subvisual PE fund,Portugal UK +1,$25k to $250k,1. Idea or Patent 2. Prototype,"We invest in digital companies that push forward FinTech, Digital Healthcare, and others. We also create and buy...",team@subvisualpefund.com
"innoWerft Incubator, Accelerator",Germany,$50k to $50k,1. Idea or Patent 2. Prototype +1,We invest in B2B high-tech startups,info@innowerftubatoraccelerator.com
Homegrown CPG VC firm,UAE Saudi Arabia +6,$100k to $1M,3. Early Revenue 4. Scaling,We invest in CPG / FMCG startups that has a better-for-you products with a minimum revenue of $1M to $2M per year....,contact@homegrowncpg.com
Ponooc VC firm,Austria Belgium +17,$500k to $5M,3. Early Revenue 2. Prototype +1,"We invest in Sustainable Mobility startups (Mobility, transport, logistics, and mobility-related energy) in the...",team@ponooc.com
Callais Capital VC firm,USA,$500k to $3M,3. Early Revenue 4. Scaling,"We invest in regional startups benefiting from long-term inevitable trends, in big markets, with diverse, equitable and...",callais@gmail.com
CivilizationX Angel network,Kazakhstan Albania +26,$1k to $500k,1. Idea or Patent 2. Prototype +1,"We invest in these five key areas:

Offering: Hardware, Processor, CPU, GPU, FPGA, ASIC, Memory, Storage
Technology:...",invest@civilizationx.com
Courage Ventures VC firm,Estonia Finland +2,$200k to $1M,2. Prototype 3. Early Revenue,We invest in digital health startups at pre-seed and seed stage,team@courage.com
MultiCare Capital Part... Corporate VC,USA,$750k to $4M,3. Early Revenue 4. Scaling,We invest in US-based healthcare technology and services company with $100k+ in...,multicarepartcorporatevc@hotmail.com
Praetura Ventures VC firm,UK,$1M to $3.5M,3. Early Revenue 4. Scaling +1,"We invest in UK based early stage businesses across a range of sectors, including MedTech, Energy, FinTech, Artificial...",hello@praetura.com
Roselake Ventures VC firm,South Africa Algeria +18,$50k to $150k,3. Early Revenue 4. Scaling +2,"We Invest in pre-seed, seed and Pre-A stages startups in Fintech, Web3, Blockchain, SaaS, Digital Commerce, Supply...",invest@roselake.com
Banca Generali Other,Italy,$1M to $3M,5. Growth 6. Pre-IPO +1,We invest in scaleups within different sectors through a fund dedicated to Banca Generali customers. Our ticket may...,info@bancageneraliother.com
DU Angels Angel network,USA,$100k to $500k,3. Early Revenue,"We invest in US-based early revenue, seed-stage companies with a focus on non-Silicon Valley...",duangels@gmail.com
Operator Exchange Angel network,USA Austria +6,$5k to $500k,1. Idea or Patent 2. Prototype +1,"We invest in early-stage start-ups. We invest individually up to 50k, or together as a syndicate up to...",invest@operatorexchange.com
First Degree Capital VC firm,Belgium Denmark +30,$250k to $400k,3. Early Revenue,"We invest in B2B SaaS products and their founders, that is changing the way we work and...",contact@firstdegree.com
"Lotfizadeh Technology ... Incubator, Accelerator",Azerbaijan Georgia +7,$100k to $100k,1. Idea or Patent 2. Prototype +1,"We accelerate B2B, SAAS projects and help them scale up.",hello@lotfizadehtechnologyubatoraccelerator.com
Kennet Partners VC firm,UK USA +2,$8M to $30M,4. Scaling 5. Growth,We invest in B2B Saas with a particular interest in capital-efficient businesses,hello@kennetpartners.com
Artichoke Capital VC firm,Canada Hong Kong +11,$100k to $500k,3. Early Revenue 2. Prototype +1,"We invest in web3 - the combination of the digitization of assets via blockchain tech, and other parallel technologies...",hello@artichoke.com
Tidal Ventures VC firm,Australia USA +3,$250k to $2.5M,1. Idea or Patent 2. Prototype +3,We invest in product-led founders at the Seed stage and beyond,invest@tidal.com
Good News Ventures VC firm,Canada USA,$100k to $500k,3. Early Revenue 4. Scaling +1,We invest in pre-seed/seed stage ICT startups based in North America or serving the North American market with...,team@goodnews.com
Nelli Morgulchik Solo angel,Austria Belgium +8,$1k to $10k,1. Idea or Patent,"I invest in deeptech, biotech, healthcare built by exceptional founders with non-linear paths in...",nelli@morgulchik.com
Inflection Point ventu... VC firm,UAE Singapore +1,$250k to $2M,1. Idea or Patent 2. Prototype +2,We invest from Pre-Seed till Series B,info@inflectionpointventu.com
Cibersons Ventures VC firm,Paraguay Argentina +16,$20k to $250k,3. Early Revenue 4. Scaling +1,"We invest in emerging technologies and emerging economies. Sector agnostic, mostly from Latam and US....",info@cibersons.com
Alexander Sattelmaier Solo angel,Sweden,$1k to $10k,3. Early Revenue 4. Scaling +2,"I invest in primarily Swedish or Nordic companies, mainly within technology or with a strong technology twist to their...",alexander@sattelmaier.com
Movens VC VC firm,Poland Czech Republic +5,$250k to $500k,2. Prototype 3. Early Revenue +2,"We invest in seed and series A rounds. The main investment categories that we are looking at are AI-driven companies,...",movensvc@hotmail.com
Venista Ventures VC firm,Germany Austria +11,$50k to $175k,1. Idea or Patent 2. Prototype +1,We invest in outstanding teams based in Western Europe & the Nordics working on tech-driven enterprise and consumer...,invest@venista.com
